,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
80,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2016,822183254496.804,Aggregates,Aggregates,Aggregates,,
81,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2024,1384637635372.88,Aggregates,Aggregates,Aggregates,,
82,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2023,1359490867503.63,Aggregates,Aggregates,Aggregates,,
83,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2022,1369937873927.03,Aggregates,Aggregates,Aggregates,,
84,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2021,1195424137407.83,Aggregates,Aggregates,Aggregates,,
85,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2020,933317416084.835,Aggregates,Aggregates,Aggregates,,
86,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2019,999312218970.536,Aggregates,Aggregates,Aggregates,,
87,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2018,1008013381125.97,Aggregates,Aggregates,Aggregates,,
88,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2017,882869134789.06,Aggregates,Aggregates,Aggregates,,
89,B8,Central Europe and the Baltics,Imports of goods and services (current US$),2016,774374735885.704,Aggregates,Aggregates,Aggregates,,
90,V2,Early-demographic dividend,Exports of goods and services (current US$),2024,3978583852956.12,Aggregates,Aggregates,Aggregates,,
91,V2,Early-demographic dividend,Exports of goods and services (current US$),2023,3863383843212.38,Aggregates,Aggregates,Aggregates,,
92,V2,Early-demographic dividend,Exports of goods and services (current US$),2022,3986345966802.91,Aggregates,Aggregates,Aggregates,,
93,V2,Early-demographic dividend,Exports of goods and services (current US$),2021,3254070704862.9,Aggregates,Aggregates,Aggregates,,
94,V2,Early-demographic dividend,Exports of goods and services (current US$),2020,2425865761878.0,Aggregates,Aggregates,Aggregates,,
95,V2,Early-demographic dividend,Exports of goods and services (current US$),2019,2916787616108.96,Aggregates,Aggregates,Aggregates,,
96,V2,Early-demographic dividend,Exports of goods and services (current US$),2018,2989960297412.38,Aggregates,Aggregates,Aggregates,,
97,V2,Early-demographic dividend,Exports of goods and services (current US$),2017,2690660794123.95,Aggregates,Aggregates,Aggregates,,
98,V2,Early-demographic dividend,Exports of goods and services (current US$),2016,2382700063974.47,Aggregates,Aggregates,Aggregates,,
99,V2,Early-demographic dividend,Imports of goods and services (current US$),2024,4222794742714.86,Aggregates,Aggregates,Aggregates,,
100,V2,Early-demographic dividend,Imports of goods and services (current US$),2023,4069215165008.23,Aggregates,Aggregates,Aggregates,,
101,V2,Early-demographic dividend,Imports of goods and services (current US$),2022,4165533517806.8,Aggregates,Aggregates,Aggregates,,
102,V2,Early-demographic dividend,Imports of goods and services (current US$),2021,3418514303655.12,Aggregates,Aggregates,Aggregates,,
103,V2,Early-demographic dividend,Imports of goods and services (current US$),2020,2598274201895.11,Aggregates,Aggregates,Aggregates,,
